date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:17:02	133853/133853	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3d-20add%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_08.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_08.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:02	136944/136944	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3e-216f0%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_09.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_09.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:02	26700/26700	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a7-684c%22	https://www.vasterad.com/themes/trizzy/shop-with-sidebar.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/shop-with-sidebar.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:03	27641/27641	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a7-6bf9%22	https://www.vasterad.com/themes/trizzy/shop-with-adv-search.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/shop-with-adv-search.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:03	22017/22017	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a6-5601%22	https://www.vasterad.com/themes/trizzy/shop-full-width.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/shop-full-width.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:03	17898/17898	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a6-45ea%22	https://www.vasterad.com/themes/trizzy/shop-categories-grid.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/shop-categories-grid.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:03	23418/23418	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a8-5b7a%22	https://www.vasterad.com/themes/trizzy/single-product-page.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/single-product-page.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:03	26663/26663	---MCZ	200	added ('OK')	text/html	etag:W/%22608203aa-6827%22	https://www.vasterad.com/themes/trizzy/variable-product-page.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/variable-product-page.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:04	19652/19652	---MCZ	200	added ('OK')	text/html	etag:W/%226082039e-4cc4%22	https://www.vasterad.com/themes/trizzy/contact.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/contact.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:04	21267/21267	---MCZ	200	added ('OK')	text/html	etag:W/%226082039a-5313%22	https://www.vasterad.com/themes/trizzy/about.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/about.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:04	20531/20531	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a5-5033%22	https://www.vasterad.com/themes/trizzy/services.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/services.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:04	20283/20283	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a0-4f3b%22	https://www.vasterad.com/themes/trizzy/faq.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/faq.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:05	16092/16092	---MCZ	200	added ('OK')	text/html	etag:W/%226082039a-3edc%22	https://www.vasterad.com/themes/trizzy/404-page.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/404-page.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:05	27025/27025	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a1-6991%22	https://www.vasterad.com/themes/trizzy/index-2.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/index-3.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:05	22519/22519	---MCZ	200	added ('OK')	text/html	etag:W/%226082039b-57f7%22	https://www.vasterad.com/themes/trizzy/blog-masonry.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/blog-masonry.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:05	33677/33677	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a4-838d%22	https://www.vasterad.com/themes/trizzy/portfolio-dynamic-grid.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/portfolio-dynamic-grid.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:05	65943/65943	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c0f-10197%22	https://www.vasterad.com/themes/trizzy/images/menu-banner-01.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/menu-banner-01.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:06	54493/54493	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c0f-d4dd%22	https://www.vasterad.com/themes/trizzy/images/menu-banner-02.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/menu-banner-02.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:06	32603/32603	---MCZ	200	added ('OK')	text/html	etag:W/%226082039f-7f5b%22	https://www.vasterad.com/themes/trizzy/elements.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/elements.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:06	26258/26258	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a9-6692%22	https://www.vasterad.com/themes/trizzy/typography.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/typography.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:06	19976/19976	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a5-4e08%22	https://www.vasterad.com/themes/trizzy/pricing-tables.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/pricing-tables.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:06	50858/50858	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a1-c6aa%22	https://www.vasterad.com/themes/trizzy/icons.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/icons.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:07	21344/21344	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a3-5360%22	https://www.vasterad.com/themes/trizzy/portfolio-3-columns.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/portfolio-3-columns.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:07	22836/22836	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a4-5934%22	https://www.vasterad.com/themes/trizzy/portfolio-4-columns.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/portfolio-4-columns.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:07	20591/20591	---MCZ	200	added ('OK')	text/html	etag:W/%22608203a9-506f%22	https://www.vasterad.com/themes/trizzy/single-project.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/single-project.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:07	25775/25775	---MCZ	200	added ('OK')	text/html	etag:W/%226082039c-64af%22	https://www.vasterad.com/themes/trizzy/blog-standard.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/blog-standard.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:08	27856/27856	---MCZ	200	added ('OK')	text/html	etag:W/%226082039c-6cd0%22	https://www.vasterad.com/themes/trizzy/blog-single-post.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/blog-single-post.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:08	338357/338357	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c35-529b5%22	https://www.vasterad.com/themes/trizzy/images/slider2.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/slider2.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:08	381621/381621	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c36-5d2b5%22	https://www.vasterad.com/themes/trizzy/images/slider3.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/slider3.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:08	359287/359287	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c35-57b77%22	https://www.vasterad.com/themes/trizzy/images/slider.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/slider.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:08	169885/169885	---M--	200	added ('OK')	image/jpeg	etag:%2256d30bfe-2979d%22	https://www.vasterad.com/themes/trizzy/images/featured_img_1.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/featured_img_1.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:09	171226/171226	---M--	200	added ('OK')	image/jpeg	etag:%2256d30bfe-29cda%22	https://www.vasterad.com/themes/trizzy/images/featured_img_2.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/featured_img_2.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:09	170024/170024	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c00-29828%22	https://www.vasterad.com/themes/trizzy/images/featured_img_3.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/featured_img_3.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:09	179510/179510	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c27-2bd36%22	https://www.vasterad.com/themes/trizzy/images/shop_item_01.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_01.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:09	195012/195012	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c28-2f9c4%22	https://www.vasterad.com/themes/trizzy/images/shop_item_01_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_01_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:10	229344/229344	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c28-37fe0%22	https://www.vasterad.com/themes/trizzy/images/shop_item_02.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_02.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:10	213345/213345	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c29-34161%22	https://www.vasterad.com/themes/trizzy/images/shop_item_02_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_02_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:10	206140/206140	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2a-3253c%22	https://www.vasterad.com/themes/trizzy/images/shop_item_03.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_03.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:10	250267/250267	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2b-3d19b%22	https://www.vasterad.com/themes/trizzy/images/shop_item_03_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_03_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:10	219330/219330	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2b-358c2%22	https://www.vasterad.com/themes/trizzy/images/shop_item_04.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_04.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:11	241235/241235	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2c-3ae53%22	https://www.vasterad.com/themes/trizzy/images/shop_item_04_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_04_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:11	218734/218734	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2d-3566e%22	https://www.vasterad.com/themes/trizzy/images/shop_item_05.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_05.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:11	236037/236037	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2e-39a05%22	https://www.vasterad.com/themes/trizzy/images/shop_item_05_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_05_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:11	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Aug%202021%2017:14:42%20GMT	https://www.vasterad.com/themes/trizzy/singlee-product-page.html	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/singlee-product-page.html	(from https://www.vasterad.com/themes/trizzy/)
12:17:12	253006/253006	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2e-3dc4e%22	https://www.vasterad.com/themes/trizzy/images/shop_item_06.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_06.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:12	213892/213892	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c2f-34384%22	https://www.vasterad.com/themes/trizzy/images/shop_item_06_hover.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/shop_item_06_hover.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:12	331874/331874	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c10-51062%22	https://www.vasterad.com/themes/trizzy/images/parallax.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/parallax.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:12	138773/138773	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c39-21e15%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_01.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_01.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:13	129749/129749	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c39-1fad5%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_02.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_02.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:13	135451/135451	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3a-2111b%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_03.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_03.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:13	129784/129784	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3a-1faf8%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_04.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_04.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:13	137292/137292	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3c-2184c%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_05.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_05.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:13	131542/131542	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3c-201d6%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_06.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_06.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:14	130075/130075	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c3d-1fc1b%22	https://www.vasterad.com/themes/trizzy/images/small_product_list_07.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/small_product_list_07.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:14	167477/167477	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c00-28e35%22	https://www.vasterad.com/themes/trizzy/images/from_the_blog_01.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/from_the_blog_01.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:14	172119/172119	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c01-2a057%22	https://www.vasterad.com/themes/trizzy/images/from_the_blog_02.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/from_the_blog_02.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:14	172479/172479	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c01-2a1bf%22	https://www.vasterad.com/themes/trizzy/images/from_the_blog_03.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/from_the_blog_03.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:15	189194/189194	---M--	200	added ('OK')	image/jpeg	etag:%2256d30c02-2e30a%22	https://www.vasterad.com/themes/trizzy/images/from_the_blog_04.jpg	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/from_the_blog_04.jpg	(from https://www.vasterad.com/themes/trizzy/)
12:17:15	4105/4105	---M--	200	added ('OK')	image/png	etag:%2256d30c0d-1009%22	https://www.vasterad.com/themes/trizzy/images/logo-footer.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/logo-footer.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:15	3812/3812	---M--	200	added ('OK')	image/png	etag:%2256d30c41-ee4%22	https://www.vasterad.com/themes/trizzy/images/visa.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/visa.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:15	3611/3611	---M--	200	added ('OK')	image/png	etag:%2256d30c0e-e1b%22	https://www.vasterad.com/themes/trizzy/images/mastercard.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/mastercard.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:16	3680/3680	---M--	200	added ('OK')	image/png	etag:%2256d30c33-e60%22	https://www.vasterad.com/themes/trizzy/images/skrill.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/skrill.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:16	3828/3828	---M--	200	added ('OK')	image/png	etag:%2256d30c0f-ef4%22	https://www.vasterad.com/themes/trizzy/images/moneybookers.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/moneybookers.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:16	3402/3402	---M--	200	added ('OK')	image/png	etag:%2256d30c11-d4a%22	https://www.vasterad.com/themes/trizzy/images/paypal.png	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/images/paypal.png	(from https://www.vasterad.com/themes/trizzy/)
12:17:17	96381/96381	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611feac9-1787d%22	https://code.jquery.com/jquery-1.11.0.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/code.jquery.com/jquery-1.11.0.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:17	7199/7199	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611feac9-1c1f%22	https://code.jquery.com/jquery-migrate-1.2.1.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/code.jquery.com/jquery-migrate-1.2.1.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:17	18026/18026	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf6-466a%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.jpanelmenu.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.jpanelmenu.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:17	85185/85185	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf9-14cc1%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.plugins.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.plugins.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:18	95868/95868	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf9-1767c%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.revolution.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.revolution.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:18	20155/20155	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcafa-4ebb%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.showbizpro.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.themepunch.showbizpro.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:18	19779/19779	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf6-4d43%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.magnific-popup.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.magnific-popup.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:18	4937/4937	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf3-1349%22	https://www.vasterad.com/themes/trizzy/scripts/hoverIntent.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/hoverIntent.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:18	6955/6955	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcafc-1b2b%22	https://www.vasterad.com/themes/trizzy/scripts/superfish.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/superfish.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:19	3523/3523	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf7-dc3%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.pureparallax.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.pureparallax.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:19	23586/23586	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf7-5c22%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.pricefilter.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.pricefilter.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:19	4133/4133	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf8-1025%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.selectric.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.selectric.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:19	51222/51222	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcaf8-c816%22	https://www.vasterad.com/themes/trizzy/scripts/jquery.royalslider.min.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/jquery.royalslider.min.js	(from https://www.vasterad.com/themes/trizzy/)
12:17:20	9586/9586	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a9dcafb-2572%22	https://www.vasterad.com/themes/trizzy/scripts/SelectBox.js	C:/Mis%20lugares%20Web/prueba/blogs5/www.vasterad.com/themes/trizzy/scripts/SelectBox.js	(from https://www.vasterad.com/themes/trizzy/)
